Month,Year,TotalAttendances,MajorAE_Attendances,SingleSpecialty_Attendances,MinorInjuryUnit_Attendances,TotalAdmissions,Breach12hr,PercentWithin4hrs,MajorInjuryPerformancePct,SingleSpecialityPerformancePct,MinorInjuryPerformancePct,AdmissionRate,Breach12hrRate,MajorAE_SharePct,SingleSpecialty_SharePct,MinorInjuryUnit_SharePct,Season,SeasonalBaselineAvg,RiskFlag,MonthSin,MonthCos,MajorShare_x_Winter,Attendances_Lag1,Attendances_RollingMean3
2018-07-01,2018,2179896.0,1365859.0,49846.0,764191.0,529932.0,149.0,89.3,83.5,98.3,99.2,24.31,0.007,62.66,2.29,35.06,Summer,2035291.0,Medium,-0.4999999999999997,-0.8660254037844388,0.0,2093942.0,2146098.6666666665
2018-08-01,2018,1997854.0,1252767.0,49117.0,695970.0,517299.0,162.0,89.7,84.0,98.9,99.4,25.89,0.008,62.71,2.46,34.84,Summer,1907567.6666666667,Medium,-0.8660254037844385,-0.5000000000000004,0.0,2179896.0,2090564.0
2018-09-01,2018,2005695.0,1269088.0,47622.0,688985.0,510322.0,154.0,88.9,83.0,98.7,99.3,25.44,0.008,63.27,2.37,34.35,Autumn,1912801.3333333333,Medium,-1.0,-1.8369701987210297e-16,0.0,1997854.0,2061148.3333333333
2018-10-01,2018,2079492.0,1320032.0,51282.0,708178.0,546022.0,214.0,89.0,83.1,98.6,99.3,26.26,0.01,63.48,2.47,34.06,Autumn,1989687.0,Medium,-0.8660254037844386,0.5000000000000001,0.0,2005695.0,2027680.3333333333
2018-11-01,2018,2037847.0,1305353.0,48465.0,684029.0,545357.0,259.0,87.6,81.2,98.6,99.1,26.76,0.013,64.06,2.38,33.57,Autumn,1919692.3333333333,Medium,-0.5000000000000004,0.8660254037844384,0.0,2079492.0,2041011.3333333333
2018-12-01,2018,2047518.0,1307359.0,43072.0,697087.0,544903.0,284.0,86.4,79.3,99.1,99.0,26.61,0.014,63.85,2.1,34.05,Winter,1938724.3333333333,Medium,-2.4492935982947064e-16,1.0,63.85,2037847.0,2054952.3333333333
2019-01-01,2019,2113413.0,1344354.0,47616.0,721443.0,564035.0,627.0,84.4,76.1,98.7,98.9,26.69,0.03,63.61,2.25,34.14,Winter,1934092.80952381,Medium,0.49999999999999994,0.8660254037844387,63.61,2047518.0,2066259.3333333333
2019-02-01,2019,1954947.0,1234328.0,44183.0,676436.0,505722.0,521.0,84.2,75.8,98.5,98.7,25.87,0.027,63.14,2.26,34.6,Winter,1808802.3333333333,Medium,0.8660254037844386,0.5000000000000001,63.14,2113413.0,2038626.0
2019-03-01,2019,2167551.0,1373061.0,50490.0,744000.0,555457.0,331.0,86.6,79.5,98.4,98.9,25.63,0.015,63.35,2.33,34.32,Spring,2051057.3333333333,Medium,1.0,6.123233995736766e-17,0.0,1954947.0,2078637.0
2019-04-01,2019,2112165.0,1330825.0,49281.0,732059.0,535226.0,442.0,85.1,77.1,98.4,98.7,25.34,0.021,63.01,2.33,34.66,Spring,1933970.6666666667,Medium,0.8660254037844387,-0.4999999999999998,0.0,2167551.0,2078221.0
2019-05-01,2019,2172006.0,1369332.0,50642.0,752032.0,547382.0,416.0,86.6,79.1,98.5,99.0,25.2,0.019,63.04,2.33,34.62,Spring,2100529.0,Medium,0.49999999999999994,-0.8660254037844387,0.0,2112165.0,2150574.0
2019-06-01,2019,2107987.0,1334137.0,49233.0,724617.0,528801.0,462.0,86.4,78.8,98.1,98.9,25.09,0.022,63.29,2.34,34.37,Summer,2015600.0,Medium,1.2246467991473532e-16,-1.0,0.0,2172006.0,2130719.3333333335
2019-07-01,2019,2265050.0,1415918.0,52418.0,796714.0,554069.0,452.0,86.5,78.9,98.3,98.6,24.46,0.02,62.51,2.31,35.17,Summer,2110958.0,Medium,-0.4999999999999997,-0.8660254037844388,0.0,2107987.0,2181681.0
2019-08-01,2019,2125435.0,1324070.0,48786.0,752579.0,529231.0,371.0,86.3,78.3,98.4,98.9,24.9,0.017,62.3,2.3,35.41,Summer,1951806.0,Medium,-0.8660254037844385,-0.5000000000000004,0.0,2265050.0,2166157.3333333335
2019-09-01,2019,2123345.0,1342510.0,48217.0,732618.0,529903.0,458.0,85.2,77.0,98.0,98.8,24.96,0.022,63.23,2.27,34.5,Autumn,1961373.3333333333,Medium,-1.0,-1.8369701987210297e-16,0.0,2125435.0,2171276.6666666665
2019-10-01,2019,2170885.0,1376347.0,50391.0,744147.0,563133.0,725.0,83.6,74.5,97.9,98.9,25.94,0.033,63.4,2.32,34.28,Autumn,2041815.0,Medium,-0.8660254037844386,0.5000000000000001,0.0,2123345.0,2139888.3333333335
2019-11-01,2019,2143505.0,1366383.0,47179.0,729943.0,559556.0,1111.0,81.4,71.3,97.9,98.5,26.1,0.052,63.75,2.2,34.05,Autumn,1974229.6666666667,Medium,-0.5000000000000004,0.8660254037844384,0.0,2170885.0,2145911.6666666665
2019-12-01,2019,2180537.0,1373654.0,43458.0,763425.0,560795.0,2356.0,79.8,68.6,98.7,97.9,25.72,0.108,63.0,1.99,35.01,Winter,1998679.6666666667,Medium,-2.4492935982947064e-16,1.0,63.0,2143505.0,2164975.6666666665
2020-01-01,2020,2114709.0,1327234.0,49597.0,737878.0,559058.0,2847.0,81.7,71.2,98.4,98.7,26.44,0.135,62.76,2.35,34.89,Winter,2002923.6666666667,Medium,0.49999999999999994,0.8660254037844387,62.76,2180537.0,2146250.3333333335
2020-02-01,2020,1969691.0,1237255.0,45124.0,687312.0,510811.0,1621.0,82.8,73.0,98.8,98.6,25.93,0.082,62.81,2.29,34.89,Winter,1836859.3333333333,Medium,0.8660254037844386,0.5000000000000001,62.81,2114709.0,2088312.3333333333
2020-03-01,2020,1531801.0,1013021.0,32747.0,486033.0,427968.0,1174.0,84.3,76.3,99.1,99.1,27.94,0.077,66.13,2.14,31.73,Spring,2077723.3333333333,Low,1.0,6.123233995736766e-17,0.0,1969691.0,1872067.0
2020-04-01,2020,916575.0,689720.0,19726.0,207129.0,326581.0,251.0,90.4,87.3,99.7,99.6,35.63,0.027,75.25,2.15,22.6,Spring,2015432.0,Low,0.8660254037844387,-0.4999999999999998,0.0,1531801.0,1472689.0
2020-05-01,2020,1261837.0,924218.0,26479.0,311140.0,398406.0,93.0,93.5,91.2,99.8,99.7,31.57,0.007,73.24,2.1,24.66,Spring,2134417.6666666665,Low,0.49999999999999994,-0.8660254037844387,0.0,916575.0,1236737.6666666667
2020-06-01,2020,1410602.0,1016132.0,30894.0,363576.0,437601.0,159.0,92.8,90.0,99.4,99.6,31.02,0.011,72.04,2.19,25.77,Summer,2065328.3333333333,Low,1.2246467991473532e-16,-1.0,0.0,1261837.0,1196338.0
2020-07-01,2020,1588286.0,1120421.0,32759.0,435106.0,473226.0,271.0,92.0,88.7,99.4,99.5,29.79,0.017,70.54,2.06,27.39,Summer,2172963.3333333335,Low,-0.4999999999999997,-0.8660254037844388,0.0,1410602.0,1420241.6666666667
2020-08-01,2020,1719003.0,1179019.0,32231.0,507753.0,474225.0,335.0,89.2,84.3,98.9,99.4,27.59,0.019,68.59,1.87,29.54,Summer,2015984.0,Low,-0.8660254037844385,-0.5000000000000004,0.0,1588286.0,1572630.3333333333
2020-09-01,2020,1693880.0,1163948.0,33295.0,496637.0,479855.0,346.0,87.3,81.6,99.0,99.3,28.33,0.02,68.71,1.97,29.32,Autumn,2018333.6666666667,Low,-1.0,-1.8369701987210297e-16,0.0,1719003.0,1667056.3333333333
2020-10-01,2020,1599347.0,1111958.0,33012.0,454377.0,481846.0,1268.0,84.4,77.6,98.8,99.4,30.13,0.079,69.53,2.06,28.41,Autumn,2098171.3333333335,Low,-0.8660254037844386,0.5000000000000001,0.0,1693880.0,1670743.3333333333
2020-11-01,2020,1485176.0,1036350.0,31872.0,416954.0,453916.0,2148.0,83.8,76.8,98.6,99.4,30.56,0.145,69.78,2.15,28.07,Autumn,2052774.3333333333,Low,-0.5000000000000004,0.8660254037844384,0.0,1599347.0,1592801.0
2020-12-01,2020,1474674.0,1039474.0,29838.0,405362.0,460260.0,3745.0,80.3,72.0,98.9,99.3,31.21,0.254,70.49,2.02,27.49,Winter,2077336.3333333333,Low,-2.4492935982947064e-16,1.0,70.49,1485176.0,1519732.3333333333
2021-01-01,2021,1310806.0,941194.0,25744.0,343868.0,445600.0,3825.0,78.5,70.1,98.8,99.3,33.99,0.292,71.8,1.96,26.23,Winter,2076069.3333333333,Low,0.49999999999999994,0.8660254037844387,71.8,1474674.0,1423552.0
2021-02-01,2021,1278091.0,903771.0,27972.0,346348.0,422424.0,1021.0,83.9,77.4,98.4,99.2,33.05,0.08,70.71,2.19,27.1,Winter,1914883.3333333333,Low,0.8660254037844386,0.5000000000000001,70.71,1310806.0,1354523.6666666667
2021-03-01,2021,1691282.0,1161079.0,35656.0,494547.0,503926.0,688.0,86.1,80.1,98.1,99.0,29.8,0.041,68.65,2.11,29.24,Spring,1916379.0,Low,1.0,6.123233995736766e-17,0.0,1278091.0,1426726.3333333333
2021-04-01,2021,1866232.0,1259266.0,35363.0,571603.0,510262.0,526.0,85.4,78.8,98.4,98.4,27.34,0.028,67.48,1.89,30.63,Spring,1671036.3333333333,High,0.8660254037844387,-0.4999999999999998,0.0,1691282.0,1611868.3333333333
2021-05-01,2021,2075542.0,1396116.0,38747.0,640679.0,543965.0,695.0,83.7,76.3,98.5,98.2,26.21,0.033,67.27,1.87,30.87,Spring,1866100.3333333333,High,0.49999999999999994,-0.8660254037844387,0.0,1866232.0,1877685.3333333333
2021-06-01,2021,2157132.0,1436111.0,39162.0,681859.0,535402.0,1289.0,81.3,73.2,98.1,96.7,24.82,0.06,66.58,1.82,31.61,Summer,1870843.6666666667,High,1.2246467991473532e-16,-1.0,0.0,2075542.0,2032968.6666666667
2021-07-01,2021,2160128.0,1430733.0,39313.0,690082.0,532712.0,2208.0,77.7,67.6,97.4,96.5,24.66,0.102,66.23,1.82,31.95,Summer,2011077.3333333333,Medium,-0.4999999999999997,-0.8660254037844388,0.0,2157132.0,2130934.0
2021-08-01,2021,2035967.0,1341757.0,39864.0,654346.0,503886.0,2787.0,77.0,66.2,97.6,97.0,24.75,0.137,65.9,1.96,32.14,Summer,1947430.6666666667,Medium,-0.8660254037844385,-0.5000000000000004,0.0,2160128.0,2117742.3333333335
2021-09-01,2021,2127204.0,1392405.0,40503.0,694296.0,507086.0,5024.0,75.2,64.0,97.3,95.5,23.84,0.236,65.46,1.9,32.64,Autumn,1940973.3333333333,Medium,-1.0,-1.8369701987210297e-16,0.0,2035967.0,2107766.3333333335
2021-10-01,2021,2164802.0,1419010.0,39701.0,706091.0,517183.0,7058.0,73.9,61.9,97.4,95.7,23.89,0.326,65.55,1.83,32.62,Autumn,1949908.0,High,-0.8660254037844386,0.5000000000000001,0.0,2127204.0,2109324.3333333335
2021-11-01,2021,2037955.0,1336830.0,39025.0,662100.0,506242.0,10646.0,74.1,61.9,97.3,96.0,24.84,0.522,65.6,1.91,32.49,Autumn,1888842.6666666667,Medium,-0.5000000000000004,0.8660254037844384,0.0,2164802.0,2109987.0
2021-12-01,2021,1874642.0,1250568.0,34913.0,589161.0,499055.0,12859.0,73.4,61.2,97.2,96.6,26.62,0.686,66.71,1.86,31.43,Winter,1900909.6666666667,Low,-2.4492935982947064e-16,1.0,66.71,2037955.0,2025799.6666666667
2022-01-01,2022,1875202.0,1247417.0,36557.0,591228.0,484952.0,16564.0,74.3,62.3,96.9,97.1,25.86,0.883,66.52,1.95,31.53,Winter,1846309.3333333333,Low,0.49999999999999994,0.8660254037844387,66.52,1874642.0,1929266.3333333333
2022-02-01,2022,1825363.0,1205820.0,37970.0,581573.0,459952.0,16402.0,73.3,60.9,96.4,96.2,25.2,0.899,66.06,2.08,31.86,Winter,1734243.0,Medium,0.8660254037844386,0.5000000000000001,66.06,1875202.0,1858402.3333333333
2022-03-01,2022,2174798.0,1421526.0,41910.0,711362.0,514255.0,22506.0,71.6,58.7,96.7,94.8,23.65,1.035,65.36,1.93,32.71,Spring,1796878.0,High,1.0,6.123233995736766e-17,0.0,1825363.0,1958454.3333333333
2022-04-01,2022,2028796.0,1312380.0,37898.0,678518.0,479779.0,24179.0,72.2,59.0,96.2,95.3,23.65,1.192,64.69,1.87,33.44,Spring,1631657.3333333333,High,0.8660254037844387,-0.4999999999999998,0.0,2174798.0,2009652.3333333333
2022-05-01,2022,2233053.0,1437421.0,41874.0,753758.0,517711.0,19657.0,72.8,60.1,96.7,94.7,23.18,0.88,64.37,1.88,33.75,Spring,1836461.6666666667,High,0.49999999999999994,-0.8660254037844387,0.0,2028796.0,2145549.0
2022-06-01,2022,2191691.0,1400664.0,40910.0,750117.0,503048.0,22017.0,72.1,58.7,96.7,94.4,22.95,1.005,63.91,1.87,34.23,Summer,1891907.0,High,1.2246467991473532e-16,-1.0,0.0,2233053.0,2151180.0
2022-07-01,2022,2181655.0,1397083.0,39632.0,744940.0,497099.0,29139.0,71.1,57.1,96.6,94.5,22.79,1.336,64.04,1.82,34.15,Summer,2004488.0,Medium,-0.4999999999999997,-0.8660254037844388,0.0,2191691.0,2202133.0
2022-08-01,2022,1995679.0,1299083.0,40802.0,655794.0,482009.0,28690.0,71.7,58.0,96.5,95.9,24.15,1.438,65.09,2.04,32.86,Summer,1960135.0,Low,-0.8660254037844385,-0.5000000000000004,0.0,2181655.0,2123008.3333333335
2022-09-01,2022,2008489.0,1301611.0,40188.0,666690.0,487477.0,32762.0,71.1,56.9,94.2,96.0,24.27,1.631,64.81,2.0,33.19,Autumn,1981476.3333333333,Low,-1.0,-1.8369701987210297e-16,0.0,1995679.0,2061941.0
2022-10-01,2022,2188028.0,1399185.0,41440.0,747403.0,506847.0,43793.0,69.5,54.8,95.5,94.3,23.16,2.001,63.95,1.89,34.16,Autumn,1978344.6666666667,High,-0.8660254037844386,0.5000000000000001,0.0,2008489.0,2064065.3333333333
2022-11-01,2022,2178804.0,1395183.0,42644.0,740977.0,515525.0,37853.0,69.0,54.5,96.3,93.4,23.66,1.737,64.03,1.96,34.01,Autumn,1888878.6666666667,High,-0.5000000000000004,0.8660254037844384,0.0,2188028.0,2125107.0
2022-12-01,2022,2294079.0,1437681.0,36592.0,819806.0,517444.0,54573.0,65.2,49.6,96.6,89.8,22.56,2.379,62.67,1.6,35.74,Winter,1843284.3333333333,High,-2.4492935982947064e-16,1.0,62.67,2178804.0,2220303.6666666665
2023-01-01,2023,1968338.0,1243898.0,42076.0,682364.0,508779.0,42767.0,72.5,58.0,95.9,96.1,25.85,2.173,63.2,2.14,34.67,Winter,1766905.6666666667,High,0.49999999999999994,0.8660254037844387,63.2,2294079.0,2147073.6666666665
2023-02-01,2023,1914279.0,1206386.0,41717.0,666176.0,472856.0,34975.0,71.5,56.8,95.0,95.4,24.7,1.827,63.02,2.18,34.8,Winter,1691048.3333333333,High,0.8660254037844386,0.5000000000000001,63.02,1968338.0,2058898.6666666667
2023-03-01,2023,2165951.0,1372403.0,46803.0,746745.0,532091.0,39687.0,71.5,56.8,96.5,95.5,24.57,1.832,63.36,2.16,34.48,Spring,1799293.6666666667,High,1.0,6.123233995736766e-17,0.0,1914279.0,2016189.3333333333
2023-04-01,2023,2034040.0,1271145.0,42632.0,720263.0,490473.0,26492.0,74.6,60.9,96.0,96.3,24.11,1.302,62.49,2.1,35.41,Spring,1603867.6666666667,High,0.8660254037844387,-0.4999999999999998,0.0,2165951.0,2038090.0
2023-05-01,2023,2245919.0,1400815.0,45826.0,799278.0,528935.0,31498.0,74.0,60.4,95.8,95.5,23.55,1.402,62.37,2.04,35.59,Spring,1856810.6666666667,High,0.49999999999999994,-0.8660254037844387,0.0,2034040.0,2148636.6666666665
2023-06-01,2023,2225726.0,1389009.0,46196.0,790521.0,522723.0,26488.0,73.4,60.2,95.9,95.3,23.49,1.19,62.41,2.08,35.52,Summer,1919808.3333333333,High,1.2246467991473532e-16,-1.0,0.0,2245919.0,2168561.6666666665
2023-07-01,2023,2199787.0,1379854.0,45513.0,774420.0,534682.0,23396.0,74.0,60.9,95.9,96.1,24.31,1.064,62.73,2.07,35.2,Summer,1976689.6666666667,High,-0.4999999999999997,-0.8660254037844388,0.0,2225726.0,2223810.6666666665
2023-08-01,2023,2109861.0,1323647.0,43923.0,742291.0,523881.0,27710.0,73.0,59.1,96.5,96.5,24.83,1.313,62.74,2.08,35.18,Summer,1916883.0,High,-0.8660254037844385,-0.5000000000000004,0.0,2199787.0,2178458.0
2023-09-01,2023,2170046.0,1369045.0,42631.0,758370.0,521228.0,32228.0,71.7,57.6,95.9,95.7,24.02,1.485,63.09,1.96,34.95,Autumn,1943191.0,High,-1.0,-1.8369701987210297e-16,0.0,2109861.0,2159898.0
2023-10-01,2023,2224320.0,1413597.0,44769.0,765954.0,546871.0,43534.0,70.3,55.9,95.7,95.5,24.59,1.957,63.55,2.01,34.44,Autumn,1984059.0,High,-0.8660254037844386,0.5000000000000001,0.0,2170046.0,2168075.6666666665
2023-11-01,2023,2167584.0,1386008.0,42365.0,739211.0,544643.0,42503.0,69.8,55.4,95.5,95.4,25.13,1.961,63.94,1.95,34.1,Autumn,1900645.0,High,-0.5000000000000004,0.8660254037844384,0.0,2224320.0,2187316.6666666665
2023-12-01,2023,2184918.0,1384220.0,39282.0,761416.0,546143.0,43858.0,69.5,54.7,96.0,95.1,25.0,2.007,63.35,1.8,34.85,Winter,1881131.6666666667,High,-2.4492935982947064e-16,1.0,63.35,2167584.0,2192274.0
2024-01-01,2024,2230825.0,1397975.0,42835.0,790015.0,556254.0,54312.0,70.4,55.4,95.9,95.4,24.93,2.435,62.67,1.92,35.41,Winter,1718115.3333333333,High,0.49999999999999994,0.8660254037844387,62.67,2184918.0,2194442.3333333335
2024-02-01,2024,2157822.0,1347642.0,43868.0,766312.0,527343.0,44420.0,71.0,56.5,94.6,95.2,24.44,2.059,62.45,2.03,35.51,Winter,1672577.6666666667,High,0.8660254037844386,0.5000000000000001,62.45,2230825.0,2191188.3333333335
2024-03-01,2024,2370221.0,1462878.0,48922.0,858421.0,567456.0,42972.0,74.3,60.9,96.0,96.0,23.94,1.813,61.72,2.06,36.22,Spring,2010677.0,High,1.0,6.123233995736766e-17,0.0,2157822.0,2252956.0
2024-04-01,2024,2240668.0,1372028.0,51495.0,817145.0,544113.0,42078.0,74.5,60.4,96.4,96.7,24.28,1.878,61.23,2.3,36.47,Spring,1976356.0,High,0.8660254037844387,-0.4999999999999998,0.0,2370221.0,2256237.0
2024-05-01,2024,2416292.0,1472721.0,51246.0,892325.0,564693.0,42555.0,74.0,59.7,96.0,96.3,23.37,1.761,60.95,2.12,36.93,Spring,2184838.0,High,0.49999999999999994,-0.8660254037844387,0.0,2240668.0,2342393.6666666665
2024-06-01,2024,2294065.0,1405658.0,49382.0,839025.0,536884.0,38106.0,74.6,60.5,96.2,96.9,23.4,1.661,61.27,2.15,36.57,Summer,2191516.3333333335,Medium,1.2246467991473532e-16,-1.0,0.0,2416292.0,2317008.3333333335
2024-07-01,2024,2324832.0,1425569.0,51499.0,847764.0,552468.0,36806.0,75.2,61.4,96.5,97.2,23.76,1.583,61.32,2.22,36.47,Summer,2180523.3333333335,Medium,-0.4999999999999997,-0.8660254037844388,0.0,2294065.0,2345063.0
2024-08-01,2024,2160791.0,1320157.0,48387.0,792247.0,525633.0,28494.0,76.3,62.5,96.8,98.1,24.33,1.319,61.1,2.24,36.66,Summer,2047169.0,Medium,-0.8660254037844385,-0.5000000000000004,0.0,2324832.0,2259896.0
2024-09-01,2024,2214217.0,1364482.0,48534.0,801201.0,530824.0,38880.0,74.2,59.8,95.5,97.5,23.97,1.756,61.62,2.19,36.18,Autumn,2101913.0,Medium,-1.0,-1.8369701987210297e-16,0.0,2160791.0,2233280.0
2024-10-01,2024,2360536.0,1453242.0,49717.0,857577.0,567448.0,49616.0,73.1,58.1,95.6,97.2,24.04,2.102,61.56,2.11,36.33,Autumn,2192383.3333333335,Medium,-0.8660254037844386,0.5000000000000001,0.0,2214217.0,2245181.3333333335
2024-11-01,2024,2314998.0,1428050.0,47263.0,839685.0,552161.0,45791.0,72.2,57.0,95.7,96.7,23.85,1.978,61.69,2.04,36.27,Autumn,2128114.3333333335,Medium,-0.5000000000000004,0.8660254037844384,0.0,2360536.0,2296583.6666666665
2024-12-01,2024,2345934.0,1440311.0,44041.0,861582.0,552592.0,54207.0,71.1,55.3,96.5,96.2,23.56,2.311,61.4,1.88,36.73,Winter,2117879.6666666665,High,-2.4492935982947064e-16,1.0,61.4,2314998.0,2340489.3333333335
2025-01-01,2025,2218130.0,1359026.0,49486.0,809618.0,548775.0,61529.0,73.0,57.7,96.1,97.3,24.74,2.774,61.27,2.23,36.5,Winter,2024788.3333333333,Medium,0.49999999999999994,0.8660254037844387,61.27,2345934.0,2293020.6666666665
2025-02-01,2025,2088071.0,1271336.0,45682.0,771053.0,496095.0,47623.0,73.5,58.4,95.9,97.0,23.76,2.281,60.89,2.19,36.93,Winter,1965821.3333333333,Medium,0.8660254037844386,0.5000000000000001,60.89,2218130.0,2217378.3333333335
2025-03-01,2025,2389064.0,1450686.0,51237.0,887141.0,551129.0,46766.0,75.0,60.9,95.5,96.8,23.07,1.958,60.72,2.14,37.13,Spring,2236990.0,Medium,1.0,6.123233995736766e-17,0.0,2088071.0,2231755.0
2025-04-01,2025,2297421.0,1388613.0,49738.0,859070.0,528230.0,44648.0,74.8,60.2,95.4,97.1,22.99,1.943,60.44,2.16,37.39,Spring,2101168.0,Medium,0.8660254037844387,-0.4999999999999998,0.0,2389064.0,2258185.3333333335
2025-05-01,2025,2397529.0,1453480.0,50919.0,893130.0,545128.0,42891.0,75.4,61.2,95.5,97.4,22.74,1.789,60.62,2.12,37.25,Spring,2298421.3333333335,Medium,0.49999999999999994,-0.8660254037844387,0.0,2297421.0,2361338.0
2025-06-01,2025,2351581.0,1428563.0,51618.0,871400.0,535941.0,38683.0,75.6,61.7,96.0,97.0,22.79,1.645,60.75,2.2,37.06,Summer,2237160.6666666665,Medium,1.2246467991473532e-16,-1.0,0.0,2397529.0,2348843.6666666665
2025-07-01,2025,2408866.0,1469050.0,52989.0,886827.0,559392.0,35467.0,76.4,63.1,95.4,97.3,23.22,1.472,60.99,2.2,36.82,Summer,2235424.6666666665,Medium,-0.4999999999999997,-0.8660254037844388,0.0,2351581.0,2385992.0
2025-08-01,2025,2266937.0,1383870.0,49084.0,833983.0,526399.0,35909.0,75.9,62.0,95.4,97.7,23.22,1.584,61.05,2.17,36.79,Summer,2088777.0,Medium,-0.8660254037844385,-0.5000000000000004,0.0,2408866.0,2342461.3333333335
2025-09-01,2025,2310222.0,1417440.0,50733.0,842049.0,535580.0,44765.0,75.1,61.1,95.8,97.3,23.18,1.938,61.36,2.2,36.45,Autumn,2130917.3333333335,Medium,-1.0,-1.8369701987210297e-16,0.0,2266937.0,2328675.0
2025-10-01,2025,2401266.0,1481222.0,54756.0,865288.0,553499.0,54326.0,74.2,60.1,94.7,97.0,23.05,2.262,61.69,2.28,36.03,Autumn,2257628.0,Medium,-0.8660254037844386,0.5000000000000001,0.0,2310222.0,2326141.6666666665
2025-11-01,2025,2347046.0,1450144.0,49725.0,847177.0,531747.0,50648.0,74.2,60.3,95.0,96.7,22.66,2.158,61.79,2.12,36.1,Autumn,2220462.0,Medium,-0.5000000000000004,0.8660254037844384,0.0,2401266.0,2352844.6666666665
2025-12-01,2025,2326139.0,1438207.0,47522.0,840410.0,542188.0,50789.0,73.8,59.6,95.7,96.9,23.31,2.183,61.83,2.04,36.13,Winter,2274977.0,Low,-2.4492935982947064e-16,1.0,61.83,2347046.0,2358150.3333333335
2026-01-01,2026,2319296.0,1434757.0,50710.0,833829.0,546136.0,71517.0,72.5,57.3,95.1,97.1,23.55,3.084,61.86,2.19,35.95,Winter,2139097.6666666665,Medium,0.49999999999999994,0.8660254037844387,61.86,2326139.0,2330827.0
2026-02-01,2026,2117450.0,1298005.0,48233.0,771212.0,493015.0,54649.0,74.1,59.4,96.0,97.4,23.28,2.581,61.3,2.28,36.42,Winter,2053390.6666666667,Medium,0.8660254037844386,0.5000000000000001,61.3,2319296.0,2254295.0
2026-03-01,2026,2432272.0,1478144.0,55393.0,898735.0,553892.0,46665.0,77.1,64.1,96.3,97.3,22.77,1.919,60.77,2.28,36.95,Spring,2308412.0,Medium,1.0,6.123233995736766e-17,0.0,2117450.0,2289672.6666666665
2026-04-01,2026,2345329.0,1430825.0,52714.0,861790.0,525660.0,47750.0,76.9,63.8,95.6,97.5,22.41,2.036,61.01,2.25,36.74,Spring,2190709.6666666665,Medium,0.8660254037844387,-0.4999999999999998,0.0,2432272.0,2298350.3333333335
2026-05-01,2026,2457398.0,1493345.0,52820.0,911233.0,533280.0,50212.0,75.7,61.9,96.0,97.2,21.7,2.043,60.77,2.15,37.08,Spring,2353246.6666666665,Medium,0.49999999999999994,-0.8660254037844387,0.0,2345329.0,2411666.3333333335
2026-06-01,2026,2437906.0,1488602.0,54890.0,894414.0,534753.0,49466.0,75.0,61.2,96.2,96.7,21.93,2.029,61.06,2.25,36.69,Summer,2290457.3333333335,Medium,1.2246467991473532e-16,-1.0,0.0,2457398.0,2413544.3333333335
